atom_id,molecule_id,element,atype,charge
d78_12,d78,c,22,-0.124
d78_13,d78,c,22,-0.124
d78_14,d78,c,22,-0.124
d78_15,d78,c,22,-0.124
d78_16,d78,c,22,-0.124
d78_17,d78,h,3,0.136
d78_18,d78,h,3,0.136
d78_19,d78,h,3,0.136
d78_2,d78,c,22,-0.124
d78_20,d78,h,3,0.136
d78_21,d78,c,10,0.006
d78_22,d78,h,3,0.056
d78_23,d78,h,3,0.056
d78_24,d78,h,3,0.056
d78_25,d78,n,38,0.805
d78_26,d78,o,40,-0.394
d78_27,d78,o,40,-0.395
d78_3,d78,c,22,-0.124
d78_4,d78,c,29,0.006
d78_5,d78,c,22,-0.174
d78_6,d78,c,22,-0.124
d78_7,d78,h,3,0.136
d78_8,d78,h,3,0.136
d78_9,d78,h,3,0.136
d79_1,d79,c,22,-0.135
d79_10,d79,h,3,0.125
d79_11,d79,c,22,0.174
d79_12,d79,c,22,-0.135
d79_13,d79,c,22,-0.135
d79_14,d79,c,22,-0.135
d79_15,d79,c,22,-0.135
d79_16,d79,c,22,0.174
d79_17,d79,h,3,0.125
d79_18,d79,h,3,0.125
d79_19,d79,h,3,0.125
d79_2,d79,c,22,-0.136
d79_20,d79,o,50,-0.236
d79_21,d79,o,50,-0.236
d79_22,d79,n,38,0.794
d79_23,d79,o,40,-0.406
d79_24,d79,o,40,-0.406
d79_3,d79,c,22,0.174
d79_4,d79,c,22,0.174
d79_5,d79,c,22,-0.135
d79_6,d79,c,22,-0.135
d79_7,d79,h,3,0.125
d79_8,d79,h,3,0.125
d79_9,d79,h,3,0.125
d7_1,d7,c,22,-0.124
d7_10,d7,h,3,0.136
d7_11,d7,h,3,0.136
d7_12,d7,c,29,0.006
d7_13,d7,c,22,-0.124
d7_14,d7,c,22,-0.124
d7_15,d7,c,22,-0.124
d7_16,d7,c,22,-0.174
d7_17,d7,c,22,-0.124
d7_18,d7,h,3,0.136
d7_19,d7,h,3,0.136
d7_2,d7,c,22,-0.124
d7_20,d7,h,3,0.136
d7_21,d7,c,10,0.006
d7_22,d7,h,3,0.056
d7_23,d7,h,3,0.056
d7_24,d7,h,3,0.056
d7_25,d7,n,38,0.805
d7_26,d7,o,40,-0.395
d7_27,d7,o,40,-0.394
d7_3,d7,c,22,-0.124
d7_4,d7,c,29,0.006
d7_5,d7,c,22,-0.124
d7_6,d7,c,22,-0.124
d7_7,d7,h,3,0.136
d7_8,d7,h,3,0.136
d7_9,d7,h,3,0.136
d80_1,d80,c,22,-0.122
d80_10,d80,c,22,-0.122
d80_11,d80,c,22,-0.122
d80_12,d80,c,22,-0.122
d80_13,d80,c,29,0.008
d80_14,d80,h,3,0.139
d80_15,d80,h,3,0.138
d80_16,d80,h,3,0.138
d80_17,d80,c,28,0.008
d80_18,d80,c,28,0.008
d80_19,d80,c,22,-0.122
d80_2,d80,c,22,-0.122
d80_20,d80,c,22,-0.122
d80_21,d80,c,22,-0.122
d80_22,d80,c,22,-0.122
d80_23,d80,h,3,0.139
d80_24,d80,h,3,0.138
d80_25,d80,h,3,0.138
d80_26,d80,n,38,0.809
d80_27,d80,o,40,-0.391
d80_28,d80,o,40,-0.391
d80_3,d80,c,27,0.008
d80_4,d80,c,27,-0.092
d80_5,d80,c,28,0.008
d80_6,d80,c,22,-0.122
d80_7,d80,h,3,0.139
d80_8,d80,h,3,0.138
d80_9,d80,h,3,0.138
d81_1,d81,c,22,-0.114
d81_10,d81,h,3,0.146
d81_11,d81,n,38,0.817
d81_12,d81,n,38,0.817
d81_13,d81,o,40,-0.383
d81_14,d81,o,40,-0.384
d81_15,d81,o,40,-0.384
d81_16,d81,o,40,-0.383
d81_2,d81,c,22,-0.114
d81_3,d81,c,22,-0.114
d81_4,d81,c,22,-0.114
d81_5,d81,c,22,-0.114
d81_6,d81,c,22,-0.114
d81_7,d81,h,3,0.146
d81_8,d81,h,3,0.146
d81_9,d81,h,3,0.146
d82_1,d82,c,22,-0.115
d82_10,d82,c,22,-0.115
d82_11,d82,c,22,-0.115
d82_12,d82,c,29,0.015
d82_13,d82,h,3,0.145
d82_14,d82,c,28,0.015
d82_15,d82,c,28,0.015
d82_16,d82,c,22,-0.115
d82_17,d82,c,22,-0.115
d82_18,d82,c,22,-0.115
d82_19,d82,c,22,-0.115
d82_2,d82,c,22,-0.115
d82_20,d82,h,3,0.146
d82_21,d82,h,3,0.145
d82_22,d82,h,3,0.145
d82_23,d82,h,3,0.145
d82_24,d82,n,38,0.816
d82_25,d82,n,38,0.816
d82_26,d82,n,38,0.816
d82_27,d82,o,40,-0.384
d82_28,d82,o,40,-0.384
d82_29,d82,o,40,-0.384
d82_3,d82,c,27,0.015
d82_30,d82,o,40,-0.384
d82_31,d82,o,40,-0.384
d82_32,d82,o,40,-0.384
d82_4,d82,c,27,-0.085
d82_5,d82,c,28,0.015
d82_6,d82,c,22,-0.115
d82_7,d82,h,3,0.145
d82_8,d82,h,3,0.145
d82_9,d82,c,22,-0.115
d83_1,d83,c,22,-0.148
d83_10,d83,c,22,-0.148
d83_11,d83,c,22,-0.148
d83_12,d83,c,26,0.082
d83_13,d83,n,34,-0.557
d83_14,d83,n,38,0.783
d83_15,d83,o,40,-0.418
d83_16,d83,o,40,-0.418
d83_17,d83,h,3,0.112
d83_18,d83,h,3,0.112
d83_19,d83,h,3,0.112
d83_2,d83,c,22,-0.148
d83_20,d83,h,3,0.112
d83_21,d83,h,3,0.112
d83_22,d83,h,3,0.112
d83_23,d83,h,3,0.112
d83_24,d83,h,1,0.282
d83_3,d83,c,26,0.282
d83_4,d83,c,26,0.082
d83_5,d83,c,22,-0.148
d83_6,d83,c,22,-0.148
d83_7,d83,c,26,0.282
d83_8,d83,c,22,-0.148
d83_9,d83,c,22,-0.148
d84_1,d84,c,22,-0.123
d84_10,d84,h,3,0.137
d84_11,d84,c,16,-0.193
d84_12,d84,c,16,-0.192
d84_13,d84,h,3,0.107
d84_14,d84,h,3,0.107
d84_15,d84,h,3,0.107
d84_16,d84,n,38,0.808
d84_17,d84,o,40,-0.392
d84_18,d84,o,40,-0.392
d84_2,d84,c,22,-0.123
d84_3,d84,c,22,-0.123
d84_4,d84,c,22,-0.123
d84_5,d84,c,22,0.107
d84_6,d84,c,22,-0.123
d84_7,d84,h,3,0.137
d84_8,d84,h,3,0.137
d84_9,d84,h,3,0.137
d85_1,d85,c,22,-0.112
d85_10,d85,c,22,-0.112
d85_11,d85,c,22,-0.112
d85_12,d85,c,27,0.018
d85_13,d85,c,27,-0.082
d85_14,d85,c,27,-0.082
d85_15,d85,c,22,-0.112
d85_16,d85,c,22,-0.112
d85_17,d85,c,22,-0.112
d85_18,d85,c,22,-0.112
d85_19,d85,c,21,0.018
d85_2,d85,c,22,-0.112
d85_20,d85,c,21,-0.112
d85_21,d85,h,3,0.147
d85_22,d85,h,3,0.148
d85_23,d85,h,3,0.148
d85_24,d85,h,3,0.147
d85_25,d85,h,3,0.147
d85_26,d85,h,3,0.147
d85_27,d85,h,3,0.147
d85_28,d85,h,3,0.147
d85_29,d85,h,3,0.147
d85_3,d85,c,22,-0.112
d85_30,d85,h,3,0.147
d85_31,d85,h,3,0.147
d85_32,d85,n,38,0.817
d85_33,d85,o,40,-0.383
d85_34,d85,o,40,-0.383
d85_4,d85,c,27,-0.082
d85_5,d85,c,27,0.018
d85_6,d85,c,22,-0.112
d85_7,d85,c,27,-0.082
d85_8,d85,c,27,-0.082
d85_9,d85,c,26,-0.082
d86_1,d86,c,22,-0.109
d86_10,d86,c,22,-0.109
d86_11,d86,c,22,-0.109
d86_12,d86,c,27,0.021
d86_13,d86,c,27,-0.079
d86_14,d86,c,27,-0.079
d86_15,d86,c,22,-0.109
d86_16,d86,c,22,-0.108
d86_17,d86,c,22,-0.108
d86_18,d86,c,22,-0.109
d86_19,d86,c,21,-0.079
d86_2,d86,c,22,-0.109
d86_20,d86,c,21,-0.109
d86_21,d86,h,3,0.152
d86_22,d86,h,3,0.152
d86_23,d86,h,3,0.152
d86_24,d86,h,3,0.152
d86_25,d86,h,3,0.152
d86_26,d86,h,3,0.152
d86_27,d86,h,3,0.152
d86_28,d86,h,3,0.152
d86_29,d86,h,3,0.152
d86_3,d86,c,22,-0.109
d86_30,d86,h,3,0.152
d86_31,d86,h,3,0.122
d86_32,d86,n,38,0.822
d86_33,d86,o,40,-0.378
d86_34,d86,o,40,-0.378
d86_4,d86,c,27,-0.079
d86_5,d86,c,27,0.021
d86_6,d86,c,22,-0.109
d86_7,d86,c,27,-0.079
d86_8,d86,c,27,-0.079
d86_9,d86,c,26,-0.079
d87_1,d87,c,22,-0.141
d87_10,d87,c,22,-0.14
d87_11,d87,c,22,-0.141
d87_12,d87,c,26,0.09
d87_13,d87,o,52,-0.04
d87_14,d87,n,38,0.789
d87_15,d87,o,40,-0.411
d87_16,d87,o,40,-0.411
d87_17,d87,h,3,0.12
d87_18,d87,h,3,0.12
d87_19,d87,h,3,0.12
d87_2,d87,c,22,-0.141
d87_20,d87,h,3,0.12
d87_21,d87,h,3,0.12
d87_22,d87,h,3,0.12
d87_23,d87,h,3,0.12
d87_3,d87,c,26,0.09
d87_4,d87,c,26,0.09
d87_5,d87,c,22,-0.141
d87_6,d87,c,22,-0.141
d87_7,d87,c,26,0.09
d87_8,d87,c,22,-0.141
d87_9,d87,c,22,-0.141
d88_1,d88,c,22,-0.129
d88_10,d88,h,3,0.13
d88_11,d88,c,14,0.55
d88_12,d88,c,10,0.001
d88_13,d88,h,3,0.051
d88_14,d88,h,3,0.051
d88_15,d88,h,3,0.051
d88_16,d88,o,42,-0.58
d88_17,d88,n,38,0.8
d88_18,d88,o,40,-0.4
d88_19,d88,o,40,-0.4
d88_2,d88,c,22,-0.129
d88_3,d88,c,22,-0.129
d88_4,d88,c,22,-0.129
d88_5,d88,c,22,0.001
d88_6,d88,c,22,-0.129
d88_7,d88,h,3,0.13
d88_8,d88,h,3,0.13
d88_9,d88,h,3,0.13
d89_1,d89,c,22,-0.107
d89_10,d89,c,10,0.113
d89_11,d89,n,38,0.823
d89_12,d89,o,40,-0.377
d89_13,d89,o,40,-0.377
d89_14,d89,h,3,0.153
d89_15,d89,h,3,0.123
d89_16,d89,h,3,0.153
d89_17,d89,h,3,0.153
d89_18,d89,h,3,0.073
d89_19,d89,h,3,0.073
d89_2,d89,c,22,-0.107
d89_20,d89,h,3,0.073
d89_3,d89,c,26,0.323
d89_4,d89,c,26,0.123
d89_5,d89,c,22,-0.107
d89_6,d89,c,22,-0.107
d89_7,d89,n,34,-0.517
d89_8,d89,n,34,-0.377
d89_9,d89,c,21,-0.107
d8_1,d8,c,22,-0.125
d8_10,d8,c,22,-0.125
d8_11,d8,c,22,-0.125
d8_12,d8,c,29,0.005
d8_13,d8,c,10,0.005
d8_14,d8,n,38,0.804
d8_15,d8,o,40,-0.396
d8_16,d8,o,40,-0.396
d8_17,d8,h,3,0.134
d8_18,d8,h,3,0.134
d8_19,d8,h,3,0.134
d8_2,d8,c,22,-0.125
d8_20,d8,h,3,0.134
d8_21,d8,h,3,0.134
d8_22,d8,h,3,0.134
d8_23,d8,h,3,0.055
d8_24,d8,h,3,0.055
d8_25,d8,o,49,-0.396
d8_26,d8,c,14,0.704
d8_27,d8,c,10,0.005
d8_28,d8,h,3,0.055
d8_29,d8,h,3,0.055
d8_3,d8,c,22,-0.125
d8_30,d8,h,3,0.055
d8_31,d8,o,51,-0.546
d8_4,d8,c,29,0.005
d8_5,d8,c,22,-0.125
d8_6,d8,c,22,-0.126
d8_7,d8,c,22,-0.125
d8_8,d8,c,22,-0.126
d8_9,d8,c,22,0.254
d90_1,d90,c,22,-0.109
d90_10,d90,c,22,-0.108
d90_11,d90,c,22,-0.109
d90_12,d90,c,27,0.021
d90_13,d90,c,195,-0.079
d90_14,d90,h,3,0.152
d90_15,d90,h,3,0.152
d90_16,d90,c,195,-0.079
d90_17,d90,c,27,-0.079
d90_18,d90,c,27,-0.079
d90_19,d90,c,22,-0.109
d90_2,d90,c,22,-0.109
d90_20,d90,c,22,-0.108
d90_21,d90,c,22,-0.109
d90_22,d90,h,3,0.152
d90_23,d90,h,3,0.152
d90_24,d90,c,22,-0.109
d90_25,d90,c,22,-0.109
d90_26,d90,c,22,-0.109
d90_27,d90,c,22,-0.109
d90_28,d90,h,3,0.152
d90_29,d90,h,3,0.152
d90_3,d90,c,27,0.021
d90_30,d90,h,3,0.152
d90_31,d90,h,3,0.152
d90_32,d90,n,38,0.822
d90_33,d90,o,40,-0.378
d90_34,d90,o,40,-0.378
d90_4,d90,c,195,-0.079
d90_5,d90,c,195,-0.079
d90_6,d90,c,22,-0.109
d90_7,d90,h,3,0.152
d90_8,d90,h,3,0.152
d90_9,d90,h,3,0.152
d91_1,d91,c,10,0.206
d91_10,d91,c,27,0.017
d91_11,d91,c,22,-0.113
d91_12,d91,c,22,-0.113
d91_13,d91,c,27,0.017
d91_14,d91,c,27,-0.083
d91_15,d91,c,27,0.017
d91_16,d91,c,22,-0.113
d91_17,d91,c,22,-0.114
d91_18,d91,c,22,-0.114
d91_19,d91,c,22,-0.113
d91_2,d91,c,10,0.017
d91_20,d91,c,22,-0.113
d91_21,d91,n,38,0.816
d91_22,d91,o,40,-0.385
d91_23,d91,o,40,-0.385
d91_24,d91,h,3,0.067
d91_25,d91,h,3,0.067
d91_26,d91,h,3,0.067
d91_27,d91,h,3,0.067
d91_28,d91,h,3,0.146
d91_29,d91,h,3,0.146
d91_3,d91,c,22,-0.114
d91_30,d91,h,3,0.146
d91_31,d91,h,3,0.146
d91_32,d91,h,3,0.146
d91_33,d91,h,3,0.146
d91_34,d91,h,3,0.146
d91_35,d91,o,45,-0.634
d91_36,d91,h,3,0.077
d91_37,d91,o,45,-0.634
d91_38,d91,h,3,0.067
d91_39,d91,h,8,0.416
d91_4,d91,c,22,0.017
d91_40,d91,h,8,0.416
d91_5,d91,c,10,-0.083
d91_6,d91,c,10,-0.083
d91_7,d91,c,22,-0.113
d91_8,d91,c,27,0.017
d91_9,d91,c,27,-0.083
d92_1,d92,c,22,-0.126
d92_10,d92,c,29,0.004
d92_11,d92,c,22,0.004
d92_12,d92,c,10,-0.096
d92_13,d92,c,10,-0.096
d92_14,d92,c,22,-0.126
d92_15,d92,c,22,-0.126
d92_16,d92,c,22,-0.126
d92_17,d92,n,38,0.805
d92_18,d92,o,40,-0.395
d92_19,d92,o,40,-0.396
d92_2,d92,c,22,-0.126
d92_20,d92,h,3,0.134
d92_21,d92,h,3,0.134
d92_22,d92,h,3,0.134
d92_23,d92,h,3,0.134
d92_24,d92,h,3,0.134
d92_25,d92,h,3,0.054
d92_26,d92,h,3,0.054
d92_27,d92,h,3,0.054
d92_28,d92,h,3,0.054
d92_29,d92,h,3,0.054
d92_3,d92,c,22,0.004
d92_30,d92,h,3,0.054
d92_31,d92,h,3,0.054
d92_32,d92,h,3,0.054
d92_4,d92,c,29,0.004
d92_5,d92,c,22,0.004
d92_6,d92,c,22,-0.126
d92_7,d92,c,10,-0.096
d92_8,d92,c,10,-0.096
d92_9,d92,c,22,0.004
d93_1,d93,c,22,-0.109
d93_10,d93,c,22,-0.108
d93_11,d93,c,22,-0.109
d93_12,d93,c,27,0.021
d93_13,d93,c,195,-0.079
d93_14,d93,h,3,0.152
d93_15,d93,h,3,0.152
d93_16,d93,c,195,-0.079
d93_17,d93,c,27,-0.079
d93_18,d93,c,27,-0.079
d93_19,d93,c,22,-0.109
d93_2,d93,c,22,-0.109
d93_20,d93,c,22,-0.108
d93_21,d93,c,22,-0.109
d93_22,d93,h,3,0.152
d93_23,d93,h,3,0.152
d93_24,d93,c,22,-0.109
d93_25,d93,c,22,-0.109
d93_26,d93,c,22,-0.109
d93_27,d93,c,22,-0.109
d93_28,d93,h,3,0.152
d93_29,d93,h,3,0.152
d93_3,d93,c,27,0.021
d93_30,d93,h,3,0.152
d93_31,d93,h,3,0.152
d93_32,d93,n,38,0.822
d93_33,d93,o,40,-0.378
d93_34,d93,o,40,-0.378
d93_4,d93,c,195,-0.079
d93_5,d93,c,195,-0.079
d93_6,d93,c,22,-0.109
d93_7,d93,h,3,0.152
d93_8,d93,h,3,0.152
d93_9,d93,h,3,0.152
d94_1,d94,c,22,-0.118
d94_10,d94,c,22,-0.118
d94_11,d94,c,22,-0.118
d94_12,d94,c,27,0.012
d94_13,d94,c,27,-0.088
d94_14,d94,h,3,0.141
d94_15,d94,c,27,0.012
d94_16,d94,c,22,-0.118
d94_17,d94,c,22,-0.118
d94_18,d94,h,3,0.142
d94_19,d94,h,3,0.142
d94_2,d94,c,22,-0.118
d94_20,d94,c,22,-0.118
d94_21,d94,c,22,-0.118
d94_22,d94,c,22,-0.118
d94_23,d94,h,3,0.142
d94_24,d94,h,3,0.142
d94_25,d94,h,3,0.142
d94_26,d94,n,38,0.811
d94_27,d94,o,40,-0.389
d94_28,d94,o,40,-0.389
d94_3,d94,c,27,0.012
d94_4,d94,c,27,-0.088
d94_5,d94,c,27,0.012
d94_6,d94,c,22,-0.118
d94_7,d94,h,3,0.142
d94_8,d94,h,3,0.141
d94_9,d94,h,3,0.141
d95_1,d95,c,22,-0.114
d95_10,d95,c,22,-0.114
d95_11,d95,c,22,-0.114
d95_12,d95,c,22,-0.114
d95_13,d95,c,22,-0.114
d95_14,d95,h,3,0.146
d95_15,d95,h,3,0.146
d95_16,d95,n,38,0.817
d95_17,d95,n,38,0.817
d95_18,d95,n,38,0.817
d95_19,d95,o,40,-0.384
d95_2,d95,c,22,-0.114
d95_20,d95,o,40,-0.384
d95_21,d95,o,40,-0.383
d95_22,d95,o,40,-0.384
d95_23,d95,o,40,-0.383
d95_24,d95,o,40,-0.383
d95_3,d95,c,27,0.016
d95_4,d95,c,27,0.016
d95_5,d95,c,22,-0.114
d95_6,d95,c,22,-0.114
d95_7,d95,h,3,0.146
d95_8,d95,h,3,0.146
d95_9,d95,h,3,0.146
d96_1,d96,c,22,-0.112
d96_10,d96,c,22,-0.112
d96_11,d96,c,27,0.018
d96_12,d96,c,27,-0.082
d96_13,d96,h,3,0.149
d96_14,d96,h,3,0.148
d96_15,d96,c,27,0.018
d96_16,d96,c,22,-0.112
d96_17,d96,c,22,-0.112
d96_18,d96,h,3,0.149
d96_19,d96,h,3,0.149
d96_2,d96,c,22,-0.112
d96_20,d96,c,22,-0.112
d96_21,d96,c,22,-0.112
d96_22,d96,c,22,-0.112
d96_23,d96,h,3,0.148
d96_24,d96,n,38,0.819
d96_25,d96,n,38,0.819
d96_26,d96,n,38,0.819
d96_27,d96,o,40,-0.381
d96_28,d96,o,40,-0.381
d96_29,d96,o,40,-0.381
d96_3,d96,c,27,0.018
d96_30,d96,o,40,-0.381
d96_31,d96,o,40,-0.381
d96_32,d96,o,40,-0.381
d96_4,d96,c,27,-0.082
d96_5,d96,c,27,0.018
d96_6,d96,c,22,-0.112
d96_7,d96,h,3,0.149
d96_8,d96,h,3,0.149
d96_9,d96,c,22,-0.112
d97_1,d97,c,22,-0.118
d97_10,d97,c,22,-0.119
d97_11,d97,c,22,-0.119
d97_12,d97,c,22,-0.168
d97_13,d97,c,22,-0.119
d97_14,d97,c,22,-0.119
d97_15,d97,c,29,0.011
d97_16,d97,h,3,0.142
d97_17,d97,h,3,0.142
d97_18,d97,h,3,0.142
d97_19,d97,c,10,0.011
d97_2,d97,c,22,-0.118
d97_20,d97,h,3,0.061
d97_21,d97,h,3,0.061
d97_22,d97,c,10,0.011
d97_23,d97,h,3,0.061
d97_24,d97,h,3,0.061
d97_25,d97,h,3,0.061
d97_26,d97,n,38,0.812
d97_27,d97,o,40,-0.388
d97_28,d97,o,40,-0.388
d97_3,d97,c,22,-0.119
d97_4,d97,c,29,0.011
d97_5,d97,c,22,-0.119
d97_6,d97,c,22,-0.119
d97_7,d97,h,3,0.142
d97_8,d97,h,3,0.142
d97_9,d97,h,3,0.142
d98_1,d98,c,22,-0.115
d98_10,d98,c,22,-0.115
d98_11,d98,n,35,-0.524
d98_12,d98,c,22,0.266
d98_13,d98,c,22,-0.115
d98_14,d98,h,3,0.145
d98_15,d98,h,3,0.145
d98_16,d98,h,3,0.145
d98_17,d98,n,38,0.816
d98_18,d98,o,40,-0.384
d98_19,d98,o,40,-0.384
d98_2,d98,c,22,-0.115
d98_3,d98,c,27,0.015
d98_4,d98,c,27,0.015
d98_5,d98,c,22,-0.115
d98_6,d98,c,22,-0.115
d98_7,d98,h,3,0.145
d98_8,d98,h,3,0.145
d98_9,d98,h,3,0.145
d99_1,d99,c,22,-0.116
d99_10,d99,c,26,-0.086
d99_11,d99,c,21,0.014
d99_12,d99,c,21,-0.086
d99_13,d99,n,38,0.813
d99_14,d99,o,40,-0.387
d99_15,d99,o,40,-0.387
d99_16,d99,h,3,0.143
d99_17,d99,h,3,0.143
d99_18,d99,h,3,0.143
d99_19,d99,h,3,0.143
d99_2,d99,c,22,-0.116
d99_20,d99,h,3,0.144
d99_21,d99,h,3,0.143
d99_22,d99,h,3,0.114
d99_3,d99,c,27,0.014
d99_4,d99,c,27,-0.086
d99_5,d99,c,26,-0.086
d99_6,d99,c,22,-0.116
d99_7,d99,c,22,-0.116
d99_8,d99,c,22,-0.116
d99_9,d99,c,22,-0.116
d9_1,d9,c,22,-0.102
d9_10,d9,n,38,0.829
d9_11,d9,o,40,-0.372
d9_12,d9,o,40,-0.372
d9_13,d9,h,3,0.158
d9_14,d9,h,3,0.158
d9_15,d9,h,3,0.158
d9_16,d9,h,3,0.128
d9_17,d9,h,1,0.529
d9_2,d9,c,22,-0.102
d9_3,d9,c,26,-0.012
d9_4,d9,c,26,-0.072
d9_5,d9,c,22,-0.102
d9_6,d9,c,22,-0.102
d9_7,d9,n,34,-0.511
d9_8,d9,c,21,0.298
d9_9,d9,n,34,-0.511
